,BBL,InspectionDate,Latitude,Longitude,Postcode,CurrentStatus,CurrentStatusDate
17235,1009340001,2018-09-11,40.739871,-73.979431,10016,VIOLATION DISMISSED,11/29/2018
17245,-2147483648,2018-09-12,40.667999,-73.93456,11213,VIOLATION CLOSED,12/17/2018
17241,1018060145,2018-09-12,40.797743,-73.933562,10035,VIOLATION CLOSED,07/25/2019
17240,-2147483648,2018-09-12,40.595255,-73.782137,11691,VIOLATION CLOSED,11/30/2018
17244,-2147483648,2018-09-12,40.640087,-74.085775,10301,NOV CERTIFIED LATE,01/03/2020
17239,-2147483648,2018-09-12,40.595255,-73.782137,11691,VIOLATION CLOSED,11/30/2018
17243,2026770014,2018-09-12,40.820663,-73.902113,10459,VIOLATION CLOSED,10/08/2018
17238,1018307503,2018-09-12,40.802254,-73.953243,10026,VIOLATION CLOSED,03/06/2019
17256,2030300140,2018-09-12,40.855253,-73.896213,10457,VIOLATION CLOSED,10/29/2018
17242,1018060145,2018-09-12,40.797743,-73.933562,10035,VIOLATION CLOSED,07/25/2019
17250,-2147483648,2018-09-13,40.652461,-73.953333,11226,VIOLATION CLOSED,10/15/2018
9641,-2147483648,2018-09-13,40.652461,-73.953333,11226,VIOLATION CLOSED,10/15/2018
17249,-2147483648,2018-09-13,40.652461,-73.953333,11226,VIOLATION CLOSED,10/15/2018
17248,-2147483648,2018-09-13,40.645003,-73.958726,11226,DEFECT LETTER ISSUED,12/30/2021
17251,2031490056,2018-09-13,40.851444,-73.900347,10457,VIOLATION CLOSED,10/29/2018
17246,-2147483648,2018-09-13,40.69029,-73.941317,11221,VIOLATION CLOSED,12/26/2018
18965,2028520027,2018-09-13,40.849206,-73.909423,10453,VIOLATION DISMISSED,12/10/2018
17247,-2147483648,2018-09-13,40.696609,-73.815207,11419,NOV SENT OUT,09/17/2018
17254,-2147483648,2018-09-14,40.635684,-73.950668,11210,VIOLATION CLOSED,11/02/2018
17252,2024770001,2018-09-14,40.830692,-73.923057,10452,VIOLATION CLOSED,12/05/2018
17255,-2147483648,2018-09-14,40.631833,-73.92053,11234,VIOLATION CLOSED,01/14/2019
17253,-2147483648,2018-09-14,40.651435,-73.954516,11226,FIRST NO ACCESS TO RE- INSPECT VIOLATION,11/01/2019
6321,2027460001,2018-09-15,40.821328,-73.890251,10459,VIOLATION CLOSED,12/12/2018
17273,-2147483648,2018-09-15,40.667186,-73.934586,11213,VIOLATION CLOSED,04/17/2019
17270,1019260029,2018-09-15,40.806048,-73.950473,10027,VIOLATION CLOSED,03/26/2019
17276,-2147483648,2018-09-15,40.667186,-73.934586,11213,VIOLATION CLOSED,04/03/2019
17269,1019260029,2018-09-15,40.806048,-73.950473,10027,VIOLATION CLOSED,03/26/2019
17257,-2147483648,2018-09-15,40.692092,-73.938665,11221,VIOLATION CLOSED,12/06/2018
17267,1019260029,2018-09-15,40.806048,-73.950473,10027,VIOLATION CLOSED,12/17/2018
26269,-2147483648,2018-09-15,40.694655,-73.942323,11206,VIOLATION CLOSED,12/26/2018
17258,1021080083,2018-09-15,40.833206,-73.94062,10032,VIOLATION CLOSED,11/07/2018
17259,-2147483648,2018-09-15,40.690788,-73.94348,11221,VIOLATION CLOSED,12/26/2018
17260,-2147483648,2018-09-15,40.690788,-73.94348,11221,VIOLATION CLOSED,06/20/2019
17261,-2147483648,2018-09-15,40.690788,-73.94348,11221,DEFECT LETTER ISSUED,02/23/2022
17268,1019260029,2018-09-15,40.806048,-73.950473,10027,VIOLATION CLOSED,03/26/2019
17263,2051410120,2018-09-15,40.87647,-73.8277,10475,NOV SENT OUT,09/18/2018
17262,-2147483648,2018-09-15,40.690788,-73.94348,11221,VIOLATION CLOSED,06/20/2019
17264,-2147483648,2018-09-15,40.695715,-73.939603,11206,FIRST NO ACCESS TO RE- INSPECT VIOLATION,06/16/2022
17266,-2147483648,2018-09-15,40.690788,-73.94348,11221,VIOLATION CLOSED,12/29/2018
17292,2039437501,2018-09-16,40.83686,-73.857295,10462,NOV SENT OUT,09/24/2018
9490,2028770166,2018-09-16,40.848494,-73.922473,10453,VIOLATION DISMISSED,12/10/2018
9491,2028770166,2018-09-16,40.848494,-73.922473,10453,VIOLATION DISMISSED,12/10/2018
17265,1020019005,2018-09-16,40.819549,-73.955485,10031,VIOLATION CLOSED,12/09/2018
9488,2028770166,2018-09-16,40.848494,-73.922473,10453,VIOLATION DISMISSED,12/10/2018
9489,2028770166,2018-09-16,40.848494,-73.922473,10453,VIOLATION DISMISSED,12/10/2018
17275,-2147483648,2018-09-17,40.648427,-73.962735,11226,VIOLATION CLOSED,10/29/2018
17277,-2147483648,2018-09-17,40.668304,-73.880968,11208,VIOLATION CLOSED,11/28/2018
17278,-2147483648,2018-09-17,40.668304,-73.880968,11208,VIOLATION CLOSED,11/28/2018
17274,2047120001,2018-09-17,40.876049,-73.851089,10469,VIOLATION CLOSED,12/24/2018
17272,-2147483648,2018-09-17,40.651281,-73.960171,11226,VIOLATION CLOSED,10/25/2018
17271,2028040001,2018-09-17,40.848534,-73.905987,10457,VIOLATION CLOSED,10/29/2018
3684,2030500098,2018-09-17,40.854199,-73.893171,10457,VIOLATION CLOSED,11/15/2018
17282,-2147483648,2018-09-18,40.641462,-74.085938,10301,VIOLATION CLOSED,11/26/2018
9103,2031730041,2018-09-18,40.861014,-73.899093,10468,FIRST NO ACCESS TO RE- INSPECT VIOLATION,11/03/2021
17280,2037440029,2018-09-18,40.827531,-73.874121,10472,VIOLATION DISMISSED,11/07/2018
17284,-2147483648,2018-09-18,40.692217,-73.90766,11207,NOV SENT OUT,09/25/2018
17281,-2147483648,2018-09-18,40.630042,-73.980823,11204,VIOLATION CLOSED,02/04/2019
17279,-2147483648,2018-09-18,40.632775,-74.08672,10301,VIOLATION CLOSED,12/06/2018
17286,2033180119,2018-09-18,40.871207,-73.892764,10468,VIOLATION CLOSED,10/31/2018
5322,2024350007,2018-09-19,40.832908,-73.913287,10456,VIOLATION CLOSED,12/09/2020
21893,1022170035,2018-09-19,40.862103,-73.923371,10034,VIOLATION CLOSED,01/25/2019
17291,-2147483648,2018-09-19,40.622928,-74.028836,11209,VIOLATION CLOSED,08/16/2019
17293,-2147483648,2018-09-19,40.685157,-73.907566,11207,VIOLATION CLOSED,11/02/2018
17296,-2147483648,2018-09-19,40.663387,-73.91009,11212,VIOLATION CLOSED,01/22/2019
17295,-2147483648,2018-09-19,40.662418,-73.949899,11225,SECOND NO ACCESS TO RE-INSPECT VIOLATION,07/30/2020
21894,1022170035,2018-09-19,40.862103,-73.923371,10034,VIOLATION CLOSED,01/25/2019
17297,-2147483648,2018-09-19,40.663603,-73.912634,11212,VIOLATION CLOSED,11/08/2018
17298,-2147483648,2018-09-19,40.693452,-73.907648,11237,VIOLATION CLOSED,02/11/2019
17305,1021770014,2018-09-19,40.847999,-73.940296,10033,VIOLATION CLOSED,10/31/2018
17294,-2147483648,2018-09-19,40.685157,-73.907566,11207,VIOLATION CLOSED,02/05/2019
17290,1021770014,2018-09-19,40.847999,-73.940296,10033,VIOLATION CLOSED,10/31/2018
21892,1022170035,2018-09-19,40.862103,-73.923371,10034,VIOLATION CLOSED,01/25/2019
17288,1022150326,2018-09-19,40.877059,-73.909248,10463,VIOLATION CLOSED,06/07/2019
21895,1022170035,2018-09-19,40.862103,-73.923371,10034,VIOLATION CLOSED,01/25/2019
17287,-2147483648,2018-09-19,40.651435,-73.954516,11226,FIRST NO ACCESS TO RE- INSPECT VIOLATION,11/01/2019
3685,-2147483648,2018-09-19,40.623262,-74.030205,11209,VIOLATION DISMISSED,12/14/2018
21897,1022170035,2018-09-19,40.862103,-73.923371,10034,VIOLATION CLOSED,01/25/2019
25123,-2147483648,2018-09-19,40.669475,-73.943365,11213,DEFECT LETTER ISSUED,03/03/2023
480,2040870033,2018-09-19,40.845856,-73.847756,10461,DEFECT LETTER ISSUED,08/20/2020
17289,1022150326,2018-09-19,40.877059,-73.909248,10463,VIOLATION CLOSED,06/07/2019
1830,2028390036,2018-09-20,40.837507,-73.918745,10452,NOV SENT OUT,09/27/2018
17302,-2147483648,2018-09-20,40.689884,-73.866145,11421,VIOLATION CLOSED,02/05/2019
17301,-2147483648,2018-09-20,40.665876,-73.915598,11212,VIOLATION CLOSED,02/21/2019
17300,-2147483648,2018-09-20,40.689884,-73.866145,11421,VIOLATION CLOSED,02/05/2019
17299,2032660127,2018-09-20,40.877408,-73.902948,10463,VIOLATION CLOSED,07/26/2019
21898,1022170039,2018-09-20,40.862034,-73.923563,10034,VIOLATION CLOSED,11/07/2018
3687,-2147483648,2018-09-21,40.635422,-73.947916,11210,VIOLATION CLOSED,10/15/2018
17304,2058251572,2018-09-21,40.896396,-73.8968,10471,INVALID CERTIFICATION,10/01/2018
17308,1020870041,2018-09-21,40.822853,-73.953741,10031,DEFECT LETTER ISSUED,09/26/2021
17303,2031240001,2018-09-21,40.845377,-73.882108,10460,VIOLATION CLOSED,11/08/2018
7229,-2147483648,2018-09-22,40.625879,-73.962484,11230,DEFECT LETTER ISSUED,03/28/2023
17307,-2147483648,2018-09-22,40.638238,-74.08183,10301,VIOLATION CLOSED,03/02/2020
17306,2031990034,2018-09-22,40.861912,-73.902909,10468,VIOLATION CLOSED,11/27/2018
3688,-2147483648,2018-09-23,40.670342,-73.906364,11212,VIOLATION DISMISSED,12/17/2018
27930,2031420009,2018-09-23,40.851364,-73.900347,10457,FIRST NO ACCESS TO RE- INSPECT VIOLATION,03/24/2023
17311,-2147483648,2018-09-24,40.649645,-73.919017,11236,NOV SENT OUT,09/27/2018
17310,-2147483648,2018-09-24,40.665827,-73.957462,11225,VIOLATION CLOSED,11/15/2018
17309,1021450022,2018-09-24,40.847858,-73.9379,10033,VIOLATION CLOSED,10/31/2018
9208,2044290035,2018-09-25,40.865415,-73.867748,10467,VIOLATION DISMISSED,12/24/2018
17314,2025240064,2018-09-25,40.831726,-73.930337,10452,VIOLATION CLOSED,02/05/2019
17312,-2147483648,2018-09-25,40.644501,-74.082285,10301,NOV SENT OUT,09/28/2018
17316,2032190232,2018-09-26,40.863435,-73.906866,10468,VIOLATION CLOSED,10/29/2018
17317,2032250148,2018-09-26,40.862101,-73.909236,10468,VIOLATION DISMISSED,10/18/2018
17318,-2147483648,2018-09-26,40.578158,-73.972364,11224,VIOLATION CLOSED,12/06/2018
17319,-2147483648,2018-09-26,40.670554,-73.863105,11208,VIOLATION CLOSED,11/02/2018
17320,1020020091,2018-09-26,40.821048,-73.95526,10031,VIOLATION CLOSED,07/22/2020
6327,2027630107,2018-09-26,40.814272,-73.888073,10474,VIOLATION CLOSED,01/24/2019
17321,-2147483648,2018-09-26,40.640384,-73.969088,11218,FIRST NO ACCESS TO RE- INSPECT VIOLATION,03/04/2020
11397,2024390030,2018-09-26,40.834437,-73.913393,10456,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/18/2022
3689,-2147483648,2018-09-26,40.652434,-73.953557,11226,VIOLATION CLOSED,04/24/2020
26249,-2147483648,2018-09-26,40.675365,-73.867137,11208,VIOLATION CLOSED,02/04/2019
17313,-2147483648,2018-09-26,40.637964,-73.955012,11210,VIOLATION CLOSED,02/04/2019
17315,-2147483648,2018-09-26,40.677698,-73.791112,11434,VIOLATION CLOSED,11/30/2018
17326,2051410120,2018-09-27,40.878465,-73.82418,10475,NOV SENT OUT,10/01/2018
17324,-2147483648,2018-09-27,40.65223,-73.957478,11226,VIOLATION CLOSED,10/29/2018
17323,2051410120,2018-09-27,40.878465,-73.82418,10475,NOV SENT OUT,10/01/2018
17322,-2147483648,2018-09-27,40.665658,-73.894263,11207,VIOLATION CLOSED,01/10/2019
17325,2051410120,2018-09-27,40.878465,-73.82418,10475,NOV SENT OUT,10/01/2018
17328,-2147483648,2018-09-28,40.577099,-74.001393,11224,VIOLATION CLOSED,05/13/2019
5875,-2147483648,2018-09-28,40.638543,-74.171232,10303,VIOLATION CLOSED,02/26/2019
3692,2044290035,2018-09-28,40.865415,-73.867748,10467,VIOLATION DISMISSED,12/24/2018
9209,2044290035,2018-09-28,40.865415,-73.867748,10467,VIOLATION DISMISSED,12/24/2018
3690,1021160052,2018-09-28,40.833311,-73.943074,10032,VIOLATION DISMISSED,12/26/2018
17327,2043520036,2018-09-28,40.860324,-73.863694,10467,NOV SENT OUT,10/03/2018
17329,2050530099,2018-09-29,40.896302,-73.848765,10466,NOV SENT OUT,10/01/2018
3691,1021390335,2018-09-30,40.844901,-73.941286,10032,VIOLATION CLOSED,12/04/2018
17330,1020830008,2018-09-30,40.829484,-73.94591,10031,VIOLATION CLOSED,10/31/2018
17331,1022190029,2018-10-01,40.863955,-73.919313,10034,VIOLATION CLOSED,03/15/2019
17335,-2147483648,2018-10-02,40.742961,-73.882513,11373,VIOLATION CLOSED,11/09/2018
17337,1019880037,2018-10-02,40.819123,-73.95266,10031,VIOLATION CLOSED,03/11/2019
17338,2024310026,2018-10-02,40.833578,-73.90994,10456,VIOLATION CLOSED,11/05/2018
17332,2024610070,2018-10-02,40.829274,-73.920146,10456,VIOLATION CLOSED,11/06/2018
17333,2025530002,2018-10-02,40.8079,-73.91601,10454,VIOLATION CLOSED,03/11/2019
17339,-2147483648,2018-10-02,40.679868,-73.809583,11420,VIOLATION CLOSED,03/19/2019
17334,-2147483648,2018-10-02,40.644532,-74.012371,11220,VIOLATION CLOSED,04/01/2019
3693,2031980055,2018-10-02,40.859887,-73.904131,10468,VIOLATION DISMISSED,12/24/2018
26835,1010780008,2018-10-02,40.764743,-73.993856,10019,INVALID CERTIFICATION,10/15/2018
138,-2147483648,2018-10-02,40.577768,-73.956175,11235,VIOLATION CLOSED,05/17/2021
17343,-2147483648,2018-10-02,40.742806,-73.884112,11373,NOT COMPLIED WITH,02/19/2020
17341,-2147483648,2018-10-03,40.650983,-73.924486,11203,VIOLATION CLOSED,10/29/2018
17348,-2147483648,2018-10-03,40.659827,-73.902364,11212,NOV SENT OUT,10/11/2018
3694,-2147483648,2018-10-03,40.656751,-73.960272,11225,VIOLATION DISMISSED,12/31/2018
17340,-2147483648,2018-10-03,40.596019,-73.78822,11692,VIOLATION CLOSED,01/07/2019
3695,-2147483648,2018-10-03,40.663975,-73.934348,11213,VIOLATION CLOSED,12/07/2018
6600,1016800015,2018-10-04,40.791428,-73.940347,10029,VIOLATION CLOSED,03/17/2021
17346,1021357501,2018-10-04,40.836079,-73.946179,10032,NOV SENT OUT,10/09/2018
17347,2037770054,2018-10-04,40.830482,-73.874853,10472,VIOLATION CLOSED,03/27/2019
17345,-2147483648,2018-10-04,40.637918,-74.086518,10301,VIOLATION CLOSED,02/21/2019
6295,1016800015,2018-10-04,40.791428,-73.940347,10029,VIOLATION CLOSED,03/17/2021
17344,2048190042,2018-10-04,40.887994,-73.864755,10466,VIOLATION CLOSED,07/15/2020
17355,2032180058,2018-10-05,40.860924,-73.906598,10468,VIOLATION CLOSED,06/21/2022
484,-2147483648,2018-10-05,40.646542,-73.962534,11226,VIOLATION CLOSED,08/27/2020
5637,2024570029,2018-10-05,40.834574,-73.916233,10456,VIOLATION CLOSED,12/06/2018
17349,1017560072,2018-10-05,40.810528,-73.939246,10037,VIOLATION CLOSED,12/29/2018
17354,-2147483648,2018-10-05,40.664685,-73.768159,11434,VIOLATION CLOSED,11/05/2018
17353,2033040061,2018-10-05,40.866248,-73.892805,10458,VIOLATION CLOSED,12/17/2018
6080,1021530001,2018-10-05,40.847043,-73.933585,10033,VIOLATION CLOSED,05/24/2019
6146,2024390030,2018-10-05,40.834437,-73.913393,10456,FIRST NO ACCESS TO RE- INSPECT VIOLATION,05/18/2022
3696,2028510029,2018-10-05,40.848795,-73.909565,10453,VIOLATION DISMISSED,01/03/2019
27907,2025100040,2018-10-05,40.837068,-73.923505,10452,VIOLATION CLOSED,11/06/2018
17350,-2147483648,2018-10-05,40.575868,-73.968639,11235,VIOLATION CLOSED,03/28/2019
17351,2032340063,2018-10-05,40.862378,-73.909745,10468,VIOLATION CLOSED,12/17/2018
17352,2032340063,2018-10-05,40.862378,-73.909745,10468,VIOLATION CLOSED,12/17/2018
6079,1021530001,2018-10-05,40.847043,-73.933585,10033,VIOLATION CLOSED,05/24/2019
17360,2037830014,2018-10-06,40.831441,-73.870139,10472,NOV SENT OUT,10/09/2018
17357,2048190042,2018-10-06,40.887994,-73.864755,10466,VIOLATION CLOSED,07/15/2020
17356,-2147483648,2018-10-06,40.711111,-73.945526,11206,VIOLATION CLOSED,02/19/2019
17358,2051410120,2018-10-06,40.873112,-73.827036,10475,VIOLATION CLOSED,04/02/2019
17359,2051410120,2018-10-06,40.873112,-73.827036,10475,VIOLATION CLOSED,04/02/2019
17361,2029550040,2018-10-07,40.842664,-73.888943,10460,VIOLATION CLOSED,01/08/2019
17362,-2147483648,2018-10-07,40.639373,-73.956964,11226,VIOLATION CLOSED,11/05/2018
17363,-2147483648,2018-10-09,40.661058,-73.959116,11225,VIOLATION CLOSED,12/18/2018
17364,-2147483648,2018-10-09,40.630734,-74.14707,10303,NOV SENT OUT,10/11/2018
17368,2032960010,2018-10-10,40.86923,-73.888823,10458,DEFECT LETTER ISSUED,03/21/2023
17366,-2147483648,2018-10-10,40.694383,-73.948998,11206,VIOLATION CLOSED,04/01/2019
17369,2032960010,2018-10-10,40.86923,-73.888823,10458,DEFECT LETTER ISSUED,03/21/2023
17406,2032100059,2018-10-10,40.854819,-73.909784,10453,VIOLATION CLOSED,01/11/2019
17365,-2147483648,2018-10-10,40.66071,-73.908457,11212,VIOLATION CLOSED,11/23/2018
17367,-2147483648,2018-10-10,40.578158,-73.972364,11224,DEFECT LETTER ISSUED,09/04/2019
7870,-2147483648,2018-10-10,40.653624,-73.958537,11226,VIOLATION CLOSED,01/14/2019
21901,1022170039,2018-10-10,40.862034,-73.923563,10034,VIOLATION CLOSED,11/07/2018
17383,2032760035,2018-10-10,40.863207,-73.891049,10458,VIOLATION CLOSED,11/08/2018
17417,2032760035,2018-10-10,40.863207,-73.891049,10458,VIOLATION CLOSED,02/12/2019
17379,1022240025,2018-10-11,40.864993,-73.924156,10034,VIOLATION CLOSED,01/08/2019
149,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
17371,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
146,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
145,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
143,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
17395,-2147483648,2018-10-11,40.68516,-73.953206,11216,VIOLATION CLOSED,01/22/2019
17394,2033540026,2018-10-11,40.874548,-73.87401,10467,NOV SENT OUT,10/16/2018
17370,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
148,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
151,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
150,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
153,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
154,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
152,2037670077,2018-10-11,40.831445,-73.862052,10472,VIOLATION CLOSED,03/06/2019
9174,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
17372,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
17373,2051410120,2018-10-11,40.878657,-73.82406,10475,VIOLATION CLOSED,12/24/2018
9172,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
9173,1019880016,2018-10-11,40.818843,-73.954152,10031,VIOLATION CLOSED,12/20/2018
17381,2037830014,2018-10-12,40.831441,-73.870139,10472,NOV SENT OUT,10/15/2018
17382,-2147483648,2018-10-12,40.658832,-73.910875,11212,VIOLATION CLOSED,02/09/2022
3697,2028000072,2018-10-12,40.84668,-73.905252,10457,VIOLATION DISMISSED,01/09/2019
17407,-2147483648,2018-10-12,40.692217,-73.90766,11207,NOV SENT OUT,10/17/2018
17380,-2147483648,2018-10-12,40.693251,-73.940096,11206,FIRST NO ACCESS TO RE- INSPECT VIOLATION,02/24/2022
17384,1021640042,2018-10-13,40.851765,-73.93491,10033,VIOLATION CLOSED,12/12/2018
3698,1020820036,2018-10-13,40.829206,-73.945292,10031,VIOLATION DISMISSED,01/04/2019
17386,2032510490,2018-10-13,40.880209,-73.885897,10468,VIOLATION CLOSED,02/22/2019
3699,2033320017,2018-10-13,40.871885,-73.879103,10467,VIOLATION DISMISSED,01/09/2019
17385,1021640042,2018-10-13,40.851765,-73.93491,10033,VIOLATION CLOSED,12/12/2018
17393,2032480173,2018-10-14,40.869648,-73.90203,10468,VIOLATION CLOSED,01/17/2019
17392,2032480173,2018-10-14,40.869648,-73.90203,10468,VIOLATION CLOSED,11/23/2018
17391,1020810006,2018-10-14,40.828452,-73.947331,10031,VIOLATION CLOSED,01/25/2019
17390,1020810006,2018-10-14,40.828452,-73.947331,10031,VIOLATION CLOSED,01/25/2019
17389,1020810006,2018-10-14,40.828452,-73.947331,10031,VIOLATION CLOSED,01/25/2019
17388,-2147483648,2018-10-14,40.684334,-73.856688,11416,VIOLATION CLOSED,03/11/2019
17387,1021330028,2018-10-14,40.845159,-73.935904,10033,VIOLATION CLOSED,11/09/2018
3700,1021650006,2018-10-15,40.850131,-73.933893,10033,VIOLATION CLOSED,12/17/2018
26331,2024660001,2018-10-15,40.836384,-73.918226,10452,DEFECT LETTER ISSUED,01/22/2023
17396,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
17405,2028650126,2018-10-15,40.845964,-73.915568,10452,VIOLATION CLOSED,02/22/2019
17402,-2147483648,2018-10-15,40.65817,-73.9587,11225,VIOLATION CLOSED,12/06/2018
17401,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
17400,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
17399,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
17403,1021650006,2018-10-15,40.850131,-73.933893,10033,VIOLATION CLOSED,12/12/2018
17404,-2147483648,2018-10-15,40.662507,-73.921654,11212,VIOLATION CLOSED,02/04/2019
17398,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
17397,2024270035,2018-10-15,40.833095,-73.909178,10456,VIOLATION CLOSED,12/20/2018
25274,2024660001,2018-10-15,40.836384,-73.918226,10452,DEFECT LETTER ISSUED,01/22/2023
17409,-2147483648,2018-10-16,40.666555,-73.885927,11207,VIOLATION CLOSED,11/26/2018
17408,-2147483648,2018-10-16,40.649505,-73.934974,11203,VIOLATION CLOSED,04/17/2019
17410,-2147483648,2018-10-16,40.656579,-73.895798,11207,NOV SENT OUT,10/18/2018
17412,2043210050,2018-10-17,40.855985,-73.863834,10462,VIOLATION CLOSED,12/05/2018
17414,2051410120,2018-10-17,40.878465,-73.82418,10475,VIOLATION CLOSED,11/27/2018
17418,2042980022,2018-10-17,40.854382,-73.861856,10462,VIOLATION CLOSED,02/12/2019
17415,2051410120,2018-10-17,40.878465,-73.82418,10475,VIOLATION CLOSED,01/25/2019
17411,2051410120,2018-10-17,40.870908,-73.827375,10475,VIOLATION CLOSED,01/07/2019
17416,2051410120,2018-10-17,40.872008,-73.830217,10475,VIOLATION CLOSED,12/24/2018
17413,2051410120,2018-10-17,40.878465,-73.82418,10475,VIOLATION CLOSED,01/25/2019
17419,-2147483648,2018-10-17,40.614716,-73.938142,11234,NOV SENT OUT,10/22/2018
17428,2050810074,2018-10-17,40.901129,-73.852212,10470,VIOLATION CLOSED,03/21/2019
3701,2027200030,2018-10-17,40.814229,-73.898394,10455,VIOLATION CLOSED,02/24/2020
7823,2048630079,2018-10-18,40.887595,-73.852004,10466,VIOLATION CLOSED,05/20/2021
17420,2031140067,2018-10-18,40.852612,-73.881892,10460,VIOLATION CLOSED,04/17/2019
17422,2032860051,2018-10-18,40.862931,-73.892217,10458,VIOLATION CLOSED,12/17/2018
17423,2048630079,2018-10-18,40.887595,-73.852004,10466,VIOLATION CLOSED,12/17/2018
17424,2029370001,2018-10-19,40.833006,-73.898026,10456,VIOLATION CLOSED,02/12/2019
17425,2029370001,2018-10-19,40.833006,-73.898026,10456,VIOLATION CLOSED,05/28/2019
17426,2029370001,2018-10-19,40.833006,-73.898026,10456,VIOLATION CLOSED,05/28/2019
17427,2029370001,2018-10-19,40.833006,-73.898026,10456,VIOLATION CLOSED,05/28/2019
9233,2027900018,2018-10-19,40.843477,-73.905394,10457,VIOLATION CLOSED,05/28/2019
9232,2027900018,2018-10-19,40.843477,-73.905394,10457,VIOLATION CLOSED,05/28/2019
26131,-2147483648,2018-10-19,40.692373,-73.915139,11221,DEFECT LETTER ISSUED,09/27/2022
17431,2029570009,2018-10-19,40.839569,-73.889646,10460,DEFECT LETTER ISSUED,11/13/2020
17430,-2147483648,2018-10-19,40.679824,-73.914802,11233,VIOLATION CLOSED,02/15/2019
17429,-2147483648,2018-10-19,40.639183,-73.955699,11226,VIOLATION CLOSED,12/17/2018
3702,1021450049,2018-10-19,40.847122,-73.936961,10033,VIOLATION DISMISSED,01/14/2019
26495,-2147483648,2018-10-19,40.692373,-73.915139,11221,DEFECT LETTER ISSUED,09/27/2022
1854,-2147483648,2018-10-19,40.736128,-73.780443,11365,VIOLATION CLOSED,11/23/2018
26494,-2147483648,2018-10-19,40.692373,-73.915139,11221,DEFECT LETTER ISSUED,09/27/2022
17432,-2147483648,2018-10-20,40.703207,-73.92733,11237,VIOLATION CLOSED,03/27/2020
6695,2046790073,2018-10-20,40.883448,-73.857232,10467,VIOLATION CLOSED,12/10/2018
17433,-2147483648,2018-10-20,40.610038,-73.985378,11204,VIOLATION CLOSED,12/17/2018
17434,-2147483648,2018-10-20,40.575781,-73.987872,11224,VIOLATION CLOSED,01/21/2019
17435,2032500121,2018-10-21,40.872761,-73.898829,10468,NOV SENT OUT,10/26/2018
17436,2024340044,2018-10-21,40.830054,-73.914187,10456,VIOLATION CLOSED,03/21/2019
17437,2048340079,2018-10-21,40.893076,-73.858777,10466,DEFECT LETTER ISSUED,06/14/2021
17446,2031560068,2018-10-22,40.8519,-73.901185,10457,VIOLATION CLOSED,01/11/2019
7665,1021750150,2018-10-22,40.864112,-73.928521,10040,VIOLATION DISMISSED,01/14/2019
17445,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
26250,-2147483648,2018-10-22,40.671037,-73.87716,11208,VIOLATION CLOSED,05/17/2019
17443,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17444,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
3703,2032160016,2018-10-22,40.854896,-73.913041,10453,VIOLATION DISMISSED,01/11/2019
17440,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17439,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17438,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17442,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17441,2047210017,2018-10-22,40.877445,-73.847691,10469,VIOLATION CLOSED,01/29/2019
17448,2028670118,2018-10-23,40.849341,-73.913428,10453,VIOLATION CLOSED,03/26/2019
